Наименование:name;Длина хода:10 - 2700 мм;Диаметр поршня:Ø 32, 40, 50, 63, 80, 100, 125;Рабочее давление:1 - 10 бар;Температура эксплутации:стандартная версия: -20°C ÷ 80°C;Резьба на штоке:M10x1,25;Стандарт:- Стандарт DIN/ISO 6431 / VDMA 24562;Ссылка:http://aircrafter.ru/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=24&category_id=56&option=com_virtuemart&Itemid=55
Наименование:name;Длина хода:10 - 2700 мм;Диаметр поршня:Ø 32, 40, 50, 63, 80, 100, 125;Рабочее давление:1 - 10 бар;Температура эксплутации:стандартная версия: -20°C ÷ 80°C;Резьба на штоке:M10x1,25;Стандарт:- Стандарт DIN/ISO 6431 / VDMA 24562;Ссылка:http://aircrafter.ru/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=24&category_id=56&option=com_virtuemart&Itemid=55
Наименование:name;Длина хода:10 - 2700 мм;Диаметр поршня:Ø 32, 40, 50, 63, 80, 100, 125;Рабочее давление:1 - 10 бар;Температура эксплутации:стандартная версия: -20°C ÷ 80°C;Резьба на штоке:M10x1,25;Стандарт:- Стандарт DIN/ISO 6431 / VDMA 24562;Ссылка:http://aircrafter.ru/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=24&category_id=56&option=com_virtuemart&Itemid=55
Наименование:name;Длина хода:10 - 2700 мм;Диаметр поршня:Ø 32, 40, 50, 63, 80, 100, 125;Рабочее давление:1 - 10 бар;Температура эксплутации:стандартная версия: -20°C ÷ 80°C;Резьба на штоке:M10x1,25;Стандарт:- Стандарт DIN/ISO 6431 / VDMA 24562;Ссылка:http://aircrafter.ru/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=24&category_id=56&option=com_virtuemart&Itemid=55
Наименование:name;Длина хода:10 - 2700 мм;Диаметр поршня:Ø 32, 40, 50, 63, 80, 100, 125;Рабочее давление:1 - 10 бар;Температура эксплутации:стандартная версия: -20°C ÷ 80°C;Резьба на штоке:M10x1,25;Стандарт:- Стандарт DIN/ISO 6431 / VDMA 24562;Ссылка:http://aircrafter.ru/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=24&category_id=56&option=com_virtuemart&Itemid=55
Наименование:name;Длина хода:10 - 2700 мм;Диаметр поршня:Ø 32, 40, 50, 63, 80, 100, 125;Рабочее давление:1 - 10 бар;Температура эксплутации:стандартная версия: -20°C ÷ 80°C;Резьба на штоке:M10x1,25;Стандарт:- Стандарт DIN/ISO 6431 / VDMA 24562;Ссылка:http://aircrafter.ru/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=24&category_id=56&option=com_virtuemart&Itemid=55
Наименование:name;Длина хода:10 - 2700 мм;Диаметр поршня:Ø 32, 40, 50, 63, 80, 100, 125;Рабочее давление:1 - 10 бар;Температура эксплутации:стандартная версия: -20°C ÷ 80°C;Резьба на штоке:M10x1,25;Стандарт:- Стандарт DIN/ISO 6431 / VDMA 24562;Ссылка:http://aircrafter.ru/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=24&category_id=56&option=com_virtuemart&Itemid=55
Наименование:name;Длина хода:10 - 2700 мм;Диаметр поршня:Ø 32, 40, 50, 63, 80, 100, 125;Рабочее давление:1 - 10 бар;Температура эксплутации:стандартная версия: -20°C ÷ 80°C;Резьба на штоке:M10x1,25;Стандарт:- Стандарт DIN/ISO 6431 / VDMA 24562;Ссылка:http://aircrafter.ru/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=24&category_id=56&option=com_virtuemart&Itemid=55
Наименование:name;Длина хода:10 - 2700 мм;Диаметр поршня:Ø 32, 40, 50, 63, 80, 100, 125;Рабочее давление:1 - 10 бар;Температура эксплутации:стандартная версия: -20°C ÷ 80°C;Резьба на штоке:M10x1,25;Стандарт:- Стандарт DIN/ISO 6431 / VDMA 24562;Ссылка:http://aircrafter.ru/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=24&category_id=56&option=com_virtuemart&Itemid=55
Наименование:name;Длина хода:10 - 2700 мм;Диаметр поршня:Ø 32, 40, 50, 63, 80, 100, 125;Рабочее давление:1 - 10 бар;Температура эксплутации:стандартная версия: -20°C ÷ 80°C;Резьба на штоке:M10x1,25;Стандарт:- Стандарт DIN/ISO 6431 / VDMA 24562;Ссылка:http://aircrafter.ru/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=24&category_id=56&option=com_virtuemart&Itemid=55
